country_code,iso_weekstartdate,isoyw,inf_all,inf_a,inf_b,avg_temp,humidity,pct_a,pct_b,week,season_sin,season_cos,inf_all_log,inf_a_log,inf_b_log
IND,2023-09-25 00:00:00+00:00,202339.0,27.0,13.0,14.0,16.920854539506294,87.69752899704297,0.4814814814814814,0.5185185185185185,39.0,-1.0,-1.8369701987210294e-16,3.332204510175204,2.6390573296152584,2.70805020110221
IND,2023-10-30 00:00:00+00:00,202344.0,26.0,17.0,9.0,4.105652075240371,73.08713670444996,0.6538461538461539,0.3461538461538461,44.0,-0.822983865893657,0.5680647467311548,3.295836866004329,2.8903717578961645,2.302585092994046
IND,2023-10-30 00:00:00+00:00,202344.0,26.0,17.0,9.0,28.661389639836347,51.70910989920123,0.6538461538461539,0.3461538461538461,44.0,-0.822983865893657,0.5680647467311548,3.295836866004329,2.8903717578961645,2.302585092994046
IND,2023-12-04 00:00:00+00:00,202349.0,11.0,8.0,3.0,20.38747865982977,52.42806998818796,0.7272727272727273,0.2727272727272727,49.0,-0.3546048870425359,0.9350162426854148,2.4849066497880004,2.1972245773362196,1.3862943611198906
IND,2023-12-04 00:00:00+00:00,202349.0,11.0,8.0,3.0,-1.2283706546382225,87.24827236149821,0.7272727272727273,0.2727272727272727,49.0,-0.3546048870425359,0.9350162426854148,2.4849066497880004,2.1972245773362196,1.3862943611198906
IND,2024-01-29 00:00:00+00:00,202405.0,25.0,13.0,12.0,21.985643114922237,53.42501158028487,0.52,0.48,5.0,0.5680647467311558,0.8229838658936564,3.258096538021482,2.6390573296152584,2.5649493574615367
IND,2024-01-29 00:00:00+00:00,202405.0,25.0,13.0,12.0,4.155563999781889,56.33036876954927,0.52,0.48,5.0,0.5680647467311558,0.8229838658936564,3.258096538021482,2.6390573296152584,2.5649493574615367
IND,2024-03-04 00:00:00+00:00,202410.0,37.0,32.0,5.0,0.1021666961640321,58.33110110055694,0.8648648648648649,0.1351351351351351,10.0,0.9350162426854148,0.3546048870425355,3.6375861597263857,3.4965075614664802,1.791759469228055
IND,2024-03-04 00:00:00+00:00,202410.0,37.0,32.0,5.0,14.595333793561371,80.87729069972613,0.8648648648648649,0.1351351351351351,10.0,0.9350162426854148,0.3546048870425355,3.6375861597263857,3.4965075614664802,1.791759469228055
IND,2024-04-08 00:00:00+00:00,202415.0,23.0,16.0,7.0,0.0039008247352745,69.94797043979862,0.6956521739130435,0.3043478260869565,15.0,0.970941817426052,-0.2393156642875575,3.1780538303479458,2.833213344056216,2.0794415416798357
IND,2024-04-08 00:00:00+00:00,202415.0,23.0,16.0,7.0,3.8611154170009336,54.03699865106452,0.6956521739130435,0.3043478260869565,15.0,0.970941817426052,-0.2393156642875575,3.1780538303479458,2.833213344056216,2.0794415416798357
IND,2024-05-13 00:00:00+00:00,202420.0,21.0,20.0,1.0,22.013941596030477,85.19885082380416,0.9523809523809524,0.0476190476190476,20.0,0.6631226582407952,-0.7485107481711012,3.091042453358316,3.044522437723423,0.6931471805599453
IND,2024-05-13 00:00:00+00:00,202420.0,21.0,20.0,1.0,16.673754151093238,83.28011776685118,0.9523809523809524,0.0476190476190476,20.0,0.6631226582407952,-0.7485107481711012,3.091042453358316,3.044522437723423,0.6931471805599453
IND,2024-06-17 00:00:00+00:00,202425.0,14.0,13.0,1.0,15.798755928948529,66.79595962716407,0.9285714285714286,0.0714285714285714,25.0,0.120536680255323,-0.992708874098054,2.70805020110221,2.6390573296152584,0.6931471805599453
IND,2024-06-17 00:00:00+00:00,202425.0,14.0,13.0,1.0,24.431933925248167,42.208910208290334,0.9285714285714286,0.0714285714285714,25.0,0.120536680255323,-0.992708874098054,2.70805020110221,2.6390573296152584,0.6931471805599453
IND,2024-07-22 00:00:00+00:00,202430.0,29.0,26.0,3.0,-2.434591112573719,80.96231319532313,0.896551724137931,0.1034482758620689,30.0,-0.464723172043768,-0.8854560256532101,3.4011973816621555,3.295836866004329,1.3862943611198906
IND,2024-07-22 00:00:00+00:00,202430.0,29.0,26.0,3.0,25.603923472521195,44.636783500718934,0.896551724137931,0.1034482758620689,30.0,-0.464723172043768,-0.8854560256532101,3.4011973816621555,3.295836866004329,1.3862943611198906
IND,2024-08-26 00:00:00+00:00,202435.0,50.0,49.0,1.0,2.7071493429088966,83.24979595387883,0.98,0.02,35.0,-0.8854560256532096,-0.4647231720437691,3.9318256327243257,3.912023005428146,0.6931471805599453
IND,2024-08-26 00:00:00+00:00,202435.0,50.0,49.0,1.0,1.8054523630534365,76.61341982729932,0.98,0.02,35.0,-0.8854560256532096,-0.4647231720437691,3.9318256327243257,3.912023005428146,0.6931471805599453
