inf_all_log,temperature,relative_humidity,wind_speed,dew_point_temperature,visibility,altimeter,pressure_3hr_change
1.6094379124341003,2.6243712574850298,89.0059880239521,2.230538922155689,2.4194610778443115,11.065239520958084,1011.282530120482,-0.0105263157894736
2.1972245773362196,2.5856363636363637,88.04242424242425,2.9060606060606062,2.3584848484848484,9.978333333333332,1012.2430303030304,-0.0105263157894736
1.0986122886681098,2.7031927710843373,80.96385542168674,3.4963855421686745,2.323614457831325,11.534819277108433,1012.4379518072288,-0.0105263157894736
2.0794415416798357,2.6865269461077843,85.0059880239521,3.3455089820359283,2.4023952095808383,11.595299401197604,1010.1945783132528,-0.0105263157894736
1.791759469228055,2.774011976047904,81.34131736526946,2.8748502994011975,2.4062874251497,13.296706586826348,1008.9311377245508,-0.0105263157894736
1.3862943611198906,2.6612048192771085,87.97590361445783,2.9216867469879517,2.434698795180722,10.02,1009.8198795180724,-0.0105263157894736
1.6094379124341003,2.728433734939759,79.55421686746988,3.6090361445783135,2.3203614457831327,12.68321212121212,1011.9481707317074,-0.0105263157894736
1.0986122886681098,2.7275449101796405,77.62275449101796,3.1958083832335333,2.281437125748503,13.36982035928144,1010.9660606060604,-0.0105263157894736
1.9459101490553132,2.676144578313253,81.66867469879519,4.112650602409639,2.3166867469879517,12.304789156626509,1012.0333333333332,-0.0105263157894736
1.6094379124341003,2.7730952380952383,82.10179640718563,3.306547619047619,2.438383233532934,12.587380952380954,1012.731736526946,-0.0105263157894736
1.6094379124341003,2.805389221556886,82.37125748502994,3.786227544910179,2.4601197604790417,13.04,1009.4006097560977,-0.0105263157894736
1.6094379124341003,2.8147590361445785,76.58433734939759,3.998795180722891,2.3371084337349397,12.658939393939391,1010.920606060606,-0.0105263157894736
2.3978952727983707,2.834107142857143,80.50595238095238,2.9261904761904765,2.4413095238095237,11.52485119047619,1010.3222891566264,-0.0105263157894736
2.1972245773362196,2.7767295597484276,84.13836477987421,2.488050314465409,2.4713207547169813,11.56867924528302,1010.1044025157232,-0.0105263157894736
1.9459101490553132,2.6142073170731708,86.83536585365853,1.6658536585365853,2.3592073170731704,9.613993902439024,1009.9926380368096,-0.0105263157894736
2.0794415416798357,2.7261309523809523,84.16071428571429,1.2142857142857142,2.4169642857142857,11.671815476190476,1009.5458333333332,-0.0105263157894736
2.302585092994046,2.5182738095238095,95.75595238095238,1.325595238095238,2.4422619047619047,9.173869047619048,1010.4261904761904,-0.0105263157894736
2.833213344056216,2.729107142857143,86.69047619047619,1.9285714285714288,2.4769642857142857,12.161101190476192,1010.4142857142856,-0.0105263157894736
2.6390573296152584,2.619879518072289,85.49397590361446,3.24578313253012,2.3440361445783133,10.629307228915664,1012.6873493975904,-0.0105263157894736
2.70805020110221,2.642202380952381,76.26190476190476,3.7958333333333334,2.177797619047619,12.096130952380951,1013.0023809523808,-0.0105263157894736
2.0794415416798357,2.7310119047619046,82.19047619047619,3.4023809523809527,2.38047619047619,12.969940476190478,1011.9386904761906,-0.0105263157894736
2.6390573296152584,2.7582738095238093,85.41666666666667,2.169642857142857,2.473154761904762,11.908273809523813,1010.2916666666666,-0.0105263157894736
2.302585092994046,2.7723214285714284,82.5952380952381,1.5666666666666669,2.4311904761904763,12.641071428571433,1008.9035714285716,-0.0105263157894736
