iso_weekstartdate,iso_year,iso_week,isoyw,temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,sea_level_pressure,station_level_pressure,visibility,wind_gust,wet_bulb_temperature,altimeter,pressure_3hr_change,precipitation,precipitation_3_hour,precipitation_6_hour,precipitation_9_hour,precipitation_12_hour,precipitation_15_hour,precipitation_18_hour,precipitation_21_hour,precipitation_24_hour,Station_ID,Station_name,Latitude,Longitude,Elevation,city
2000-01-03,2000,1,200001,2.4386666666666668,1.997142857142857,78.07142857142857,1.28,241.42857142857142,,919.5071428571429,9.266666666666667,,2.1346153846153846,,0.030769230769230764,0.0,5.0,7.1,0.0,0.0,0.0,0.0,0.0,5.0,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-01-10,2000,2,200002,2.3162962962962963,1.9874074074074073,82.88888888888889,0.11071428571428572,270.0,,921.168,9.464285714285714,,2.0831999999999997,,-0.18260869565217389,0.0,57.0,75.5,0.0,20.1,0.0,0.0,0.0,1078.0,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-01-17,2000,3,200003,2.386206896551724,1.9248275862068966,76.41379310344827,0.8241379310344829,266.3636363636364,1079.1,920.5821428571428,9.448275862068966,,2.087142857142857,,-0.014999999999999986,0.0,41.1,40.5,0.0,0.0,0.0,0.0,0.0,21.6,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-01-24,2000,4,200004,2.3343333333333334,1.8964285714285716,78.0,1.2266666666666668,270.0,1018.7,921.2071428571428,9.366666666666667,,2.035555555555556,,0.1826086956521739,0.0,2.3,422.9,0.0,0.0,0.0,0.0,0.0,5.3,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-01-31,2000,5,200005,2.3264285714285715,1.9457142857142855,80.14285714285714,1.5392857142857144,275.625,,921.5035714285714,9.678571428571429,,2.073571428571429,,-0.1,0.0,55.0,17.0,0.0,0.0,0.0,0.0,0.0,38.099999999999994,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-02-07,2000,6,200006,2.2775757575757574,1.929090909090909,81.42424242424242,1.3484848484848484,268.6666666666667,1019.1,921.175,9.303030303030303,,2.0459375,,0.060714285714285714,0.0,21.7,25.3,0.0,0.0,0.0,0.0,0.0,64.9,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-02-14,2000,7,200007,2.3244827586206895,1.860344827586207,76.27586206896552,1.2571428571428573,266.42857142857144,,920.6464285714285,9.482758620689655,,2.0139285714285715,,0.1875,0.0,22.6,10.0,0.0,0.0,0.0,0.0,0.0,0.8,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-02-21,2000,8,200008,2.5475862068965514,1.897857142857143,68.92857142857143,1.817241379310345,263.3333333333333,1008.3499999999999,919.6107142857143,9.448275862068966,,2.117142857142857,,-0.19259259259259257,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-02-28,2000,9,200009,2.404193548387097,1.9103225806451614,75.70967741935483,1.3225806451612903,279.3333333333333,1004.6,923.5777777777777,9.433333333333334,,2.0674074074074076,,-0.05454545454545456,0.0,16.6,13.5,0.0,0.0,0.0,0.0,0.0,32.9,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
2000-03-06,2000,10,200010,2.4577142857142857,1.8644117647058824,70.11764705882354,1.6571428571428573,269.54545454545456,1008.7,920.4137931034483,10.114285714285714,,2.0542857142857143,,-0.12857142857142856,0.0,2.6,0.8,0.0,0.0,0.0,0.0,0.0,2.5,IDA00967830,BANDUNG,-6.883,107.6,791.0,Bandung
